CustomerID:,961,962,963,964,965,966,967,968,969,970,971,972,973,974,975,976,977,978,979,980,981,982,983,984,985,986,987,988,989,990,991,992,993,994,995,996,997,998,999,1000,1001,1002,1003,1004,1005,1006,1007,1008,1009,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,
ShopingTime:,170,62,192,173,139,91,160,43,114,166,64,108,147,9,183,81,146,137,115,187,163,86,174,171,41,37,54,165,17,122,75,95,158,62,24,52,150,133,65,2,66,41,144,135,176,67,67,69,58,162,182,82,41,189,179,121,25,136,187,156,
