CustomerID:,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,
ShopingTime:,149,142,155,103,66,192,196,86,23,185,119,81,153,185,153,191,114,171,56,188,182,191,130,162,186,175,176,83,75,33,92,155,180,189,109,164,95,129,195,170,40,133,190,176,99,161,129,72,61,152,189,119,113,101,148,151,125,159,96,166,
