CustomerID:,901,902,903,904,905,906,907,908,909,910,911,912,913,914,915,916,917,918,919,920,921,922,923,924,925,926,927,928,929,930,931,932,933,934,935,936,937,938,939,940,941,942,943,944,945,946,947,948,949,950,951,952,953,954,955,956,957,958,959,960,
ShopingTime:,103,133,74,74,20,185,93,41,17,135,120,68,88,170,133,163,116,98,60,167,143,90,142,130,169,107,169,85,33,13,27,158,154,172,95,141,93,108,159,130,27,55,169,170,68,85,100,33,48,124,175,75,130,39,98,135,69,65,51,138,
