CustomerID:,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,
ShopingTime:,198,58,182,167,56,87,70,81,166,189,106,185,207,35,32,89,56,187,202,58,176,2,121,187,189,69,82,188,98,193,156,51,204,58,78,81,185,104,182,186,74,40,182,49,196,193,131,177,193,40,200,132,48,191,184,23,53,166,70,8,
