CustomerID:,1261,1262,1263,1264,1265,1266,1267,1268,1269,1270,1271,1272,1273,1274,1275,1276,1277,1278,1279,1280,1281,1282,1283,1284,1285,1286,1287,1288,1289,1290,1291,1292,1293,1294,1295,1296,1297,1298,1299,1300,1301,1302,1303,1304,1305,1306,1307,1308,1309,1310,1311,1312,1313,1314,1315,1316,1317,1318,1319,1320,
ShopingTime:,129,64,161,131,47,81,108,36,86,123,36,114,106,14,132,79,25,145,60,57,153,83,57,148,43,23,29,120,15,128,80,26,122,77,18,53,137,72,56,2,10,32,93,38,151,59,22,83,60,53,163,69,20,125,153,47,22,92,61,116,
