CustomerID:,721,722,723,724,725,726,727,728,729,730,731,732,733,734,735,736,737,738,739,740,741,742,743,744,745,746,747,748,749,750,751,752,753,754,755,756,757,758,759,760,761,762,763,764,765,766,767,768,769,770,771,772,773,774,775,776,777,778,779,780,
ShopingTime:,86,50,90,62,92,23,45,83,40,81,72,66,109,21,93,69,72,92,113,65,41,94,80,29,61,24,93,96,46,95,77,44,61,64,87,24,85,77,88,39,69,64,10,49,114,39,106,66,90,58,80,113,16,55,61,113,69,110,84,82,
