StallID:,207,208,209,210,211,212,213,214,215,216,217,
QueueLengthAvs,10,0,0,0,0,1,0,4,0,0,14,
QueueLengthMin:,0,0,0,0,0,0,0,0,0,0,0,
QueueLengthMax:,18,3,6,4,3,7,5,8,4,3,22,
