StallID:,187,188,189,190,191,192,193,194,195,
QueueLengthAvs,8,0,3,0,2,0,1,2,0,
QueueLengthMin:,0,0,0,0,0,0,0,0,0,
QueueLengthMax:,18,6,6,4,7,5,5,9,5,
