StallID:,55,56,57,58,59,60,61,62,63,64,65,66,
QueueLengthAvs,5,0,4,0,1,0,3,1,1,0,0,0,
QueueLengthMin:,0,0,0,0,0,0,0,0,0,0,0,0,
QueueLengthMax:,16,4,11,3,6,4,7,5,6,3,3,3,
