StallID:,31,32,33,34,35,36,37,38,39,40,41,42,
QueueLengthAvs,5,0,2,0,1,0,4,0,3,0,0,0,
QueueLengthMin:,0,0,0,0,0,0,0,0,0,0,0,0,
QueueLengthMax:,16,4,8,3,6,3,9,4,8,5,4,2,
