StallID:,160,161,162,163,164,165,166,167,168,
QueueLengthAvs,7,0,6,0,1,0,1,0,2,
QueueLengthMin:,0,0,0,0,0,0,0,0,0,
QueueLengthMax:,18,3,12,4,5,4,6,5,9,
