CustomerID:,1381,1382,1383,1384,1385,1386,1387,1388,1389,1390,1391,1392,1393,1394,1395,1396,1397,1398,1399,1400,1401,1402,1403,1404,1405,1406,1407,1408,1409,1410,1411,1412,1413,1414,1415,1416,1417,1418,1419,1420,1421,1422,1423,1424,1425,1426,1427,1428,1429,1430,1431,1432,1433,1434,1435,1436,1437,1438,1439,1440,
ShopingTime:,159,13,105,128,44,21,92,56,122,5,29,150,10,51,95,93,56,150,155,54,99,107,42,143,50,66,77,139,61,43,62,38,184,143,54,77,152,14,49,122,64,12,167,56,142,104,39,18,121,49,152,86,49,32,173,18,137,67,59,163,
