StallID:,169,170,171,172,173,174,175,176,177,
QueueLengthAvs,6,0,4,0,2,0,1,1,0,
QueueLengthMin:,0,0,0,0,0,0,0,0,0,
QueueLengthMax:,17,4,10,4,7,4,8,6,5,
