CustomerID:,1081,1082,1083,1084,1085,1086,1087,1088,1089,1090,1091,1092,1093,1094,1095,1096,1097,1098,1099,1100,1101,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1112,1113,1114,1115,1116,1117,1118,1119,1120,1121,1122,1123,1124,1125,1126,1127,1128,1129,1130,1131,1132,1133,1134,1135,1136,1137,1138,1139,1140,
ShopingTime:,184,12,161,171,143,40,110,185,130,13,110,190,10,181,84,170,187,190,187,188,195,188,123,184,69,193,159,191,181,67,80,149,196,191,188,148,191,18,94,192,188,14,183,201,187,182,134,17,150,158,186,150,175,55,181,33,169,110,176,188,
