StallID:,43,44,45,46,47,48,49,50,51,52,53,54,
QueueLengthAvs,6,0,5,0,1,0,2,0,1,0,0,0,
QueueLengthMin:,0,0,0,0,0,0,0,0,0,0,0,0,
QueueLengthMax:,17,3,11,3,4,3,7,5,5,3,4,2,
