StallID:,218,219,220,221,222,223,224,225,226,227,228,
QueueLengthAvs,9,0,0,1,0,4,0,6,0,0,5,
QueueLengthMin:,0,0,0,0,0,0,0,0,0,0,0,
QueueLengthMax:,18,4,5,6,4,8,4,9,4,3,11,
