StallID:,178,179,180,181,182,183,184,185,186,
QueueLengthAvs,7,0,4,0,4,0,0,1,0,
QueueLengthMin:,0,0,0,0,0,0,0,0,0,
QueueLengthMax:,20,5,10,4,7,4,5,6,5,
